,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/6/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013,2/22/2013,3/1/2013,3/8/2013,3/15/2013,3/22/2013,3/29/2013,4/5/2013,4/12/2013,4/19/2013,4/26/2013,5/3/2013,5/10/2013,5/17/2013,5/24/2013,5/31/2013,6/7/2013,6/14/2013,6/21/2013,6/28/2013,7/5/2013,7/12/2013,7/19/2013,7/26/2013,8/2/2013,8/9/2013,8/16/2013,8/23/2013,8/30/2013,9/6/2013,9/13/2013,9/20/2013,9/27/2013,10/4/2013,10/11/2013,10/18/2013,10/25/2013,11/1/2013,11/8/2013,11/15/2013,11/22/2013,11/29/2013,12/6/2013,12/13/2013,12/20/2013,12/27/2013,1/3/2014,1/10/2014,1/17/2014,1/24/2014,1/31/2014,2/7/2014,2/14/2014,2/21/2014,2/28/2014,3/7/2014,3/14/2014,3/21/2014,3/28/2014,4/4/2014,4/11/2014,4/18/2014,4/25/2014,5/2/2014,5/9/2014,5/16/2014,5/23/2014,5/30/2014,6/6/2014,6/13/2014,6/20/2014,6/27/2014,7/4/2014,7/11/2014,7/18/2014,7/25/2014,8/1/2014,8/8/2014,8/15/2014,8/22/2014,8/29/2014,9/5/2014,9/12/2014,9/19/2014,9/26/2014,10/3/2014,10/10/2014,10/17/2014,10/24/2014,10/31/2014,11/7/2014,11/14/2014,11/21/2014,11/28/2014,12/5/2014,12/12/2014,12/19/2014,12/26/2014,1/2/2015,1/9/2015,1/16/2015,1/23/2015,1/30/2015,2/6/2015,2/13/2015,2/20/2015,2/27/2015,3/6/2015,3/13/2015,3/20/2015,3/27/2015,4/3/2015,4/10/2015,4/17/2015,4/24/2015,5/1/2015,5/8/2015,5/15/2015,5/22/2015,5/29/2015,6/5/2015,6/12/2015,6/19/2015,6/26/2015,7/3/2015,7/10/2015,7/17/2015,7/24/2015,7/31/2015,8/7/2015,8/14/2015,8/21/2015,8/28/2015,9/4/2015,9/11/2015,9/18/2015,9/25/2015,10/2/2015,10/9/2015,10/16/2015,10/23/2015,10/30/2015,11/6/2015,11/13/2015,11/20/2015,11/27/2015,12/4/2015,12/11/2015,12/18/2015,12/25/2015,1/1/2016,1/8/2016,1/15/2016,1/22/2016,1/29/2016,2/5/2016,2/12/2016,2/19/2016,2/26/2016,3/4/2016,3/11/2016,3/18/2016,3/25/2016,4/1/2016,4/8/2016,4/15/2016,4/22/2016,4/29/2016
AMAG    US Equity,-1.9566,-6.7961,-3.7037,0.3606,3.2934,-8.1159,8.0126,-1.5771,-5.1039,2.3765,-1.9548,-1.7445,1.0146,-1.5694,-0.1913,1.7891,0.5022,-1.5615,-15.9264,-0.8302,5.7839,-2.3022,8.542,2.6459,-0.5288,2.3256,-0.0649,2.0793,-2.2279,1.9531,-2.235,-2.0248,0.6667,-0.9603,-1.1033,3.4483,8.3007,5.6126,1.3714,3.8895,-3.2013,-7.3991,-4.1162,-1.0101,-4.4005,1.3342,-2.9625,1.9674,-4.0585,1.1096,3.9095,-3.5644,10.883,-1.9753,-2.5819,1.8746,3.2995,0.0614,3.806,-3.4891,3.0025,12.9685,9.7946,5.4676,8.4584,-2.4319,-4.4693,-6.1179,4.8874,6.7611,5.0064,3.3822,-12.298,-16.8539,6.973,3.6382,-3.1692,12.0342,1.9775,5.0242,-4.9937,-0.7951,4.6305,-1.0213,-1.9776,6.886,-2.9134,4.9028,1.0073,5.4248,-18.0855,-1.94,-6.5002,8.4635,14.7236,6.7611,-7.2052,0.3678,2.8094,-2.8515,2.2014,-7.3394,0.861,0.3414,1.7865,-13.1216,3.7518,-2.5962,2.1894,-1.4439,-3.7807,4.8625,-2.904,8.1524,-9.1882,2.1611,-8.8462,-4.6941,-4.3719,3.4722,0.2796,3.5694,-6.8928,3.7016,-2.1194,4.2735,0.5464,4.9457,3.884,3.2403,0,-3.2834,-7.339,-0.6466,2.7657,8.971,-2.6634,3.0348,9.2709,3.8003,1.4474,-3.1053,0.3898,39.2148,-5.9808,1.0218,8.6134,-0.8411,5.877,-2.7182,5.8824,3.3333,10.6989,-2.7683,10.3147,-3.3733,-0.1874,-0.3756,4.6183,5.3153,-5.4962,-6.11,0,3.7358,14.382,4.7735,6.6305,5.8182,-1.5636,-5.8125,6.2824,-0.2267,4.8759,-12.8479,13.4417,4.4497,7.0679,4.8681,2.8313,-5.283,4.471,-0.6215,0.1563,1.7738,5.647,-7.0344,-9.2845,1.8153,-3.2432,-4.7657,9.8415,-7.5778,-12.9149,-6.3774,-11.8702,-3.6817,-4.8908,-1.7723,-3.8119,5.6803,-24.05,-2.9954,-9.9084,1.5066,8.1262,-8.1332,3.9223,6.7218,1.6841,-23.3852,-0.1729,4.4608,-5.0166,3.361,-9.6284,17.2897,7.6096,-8.8486,-0.0406,-12.5965,-0.4184,11.5313,4.9393,1.5158,13.5953,-8.267
FLXN    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4568,19.2482,4.6739,-3.8941,0.4322,-14.9543,13.4725,-15.5518,-4.0924,-9.8417,-9.313,3.0303,2.9412,0.4762,0.6319,-2.2763,4.0161,7.1815,-0.8646,4.4331,-5.2192,-9.6916,0.7317,-2.3406,7.0248,4.556,-4.8006,6.4391,2.4781,42.1764,-10.5053,-3.0743,-0.4614,-13.4994,9.1762,14.1718,5.266,-3.318,-0.8448,-11.1821,2.8177,0.758,9.4329,12.4273,-3.0103,-1.9399,13.7488,-2.087,-3.286,-5.4637,2.7198,0.6619,5.6834,1.3778,5.6993,7.2584,9.5128,-20.9746,3.0384,-0.1301,-16.5002,-3.6921,-10.3132,13.7869,-2.381,3.9566,3.806,-4.5706,16.1053,-8.3862,6.8778,-1.8981,12.034,7.6243,-8.0235,-0.4255,-1.2393,-0.0433,5.5844,3.69,7.9083,-14.181,6.7037,-23.9296,-23.7244,4.7586,-0.5925,2.7152,6.254,6.0073,-2.3469,-0.5275,14.614,-1.0797,2.7547,-3.743,2.1019,-0.8235,-20.0311,1.2979,0.5766,-1.4013,-14.7287,-19.697,2.9245,-10.6324,-0.1026,-7.9055,-5.5741,4.0142,6.924,24.8408,9.2687,-0.7004,-18.4953
VSAR    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5585,-8.6172,-4.9342,-2.499,18.0994,-1.7028,-4.8234,-1.7488,0.5812,7.9451,0.0335,13.7124,-12.5,-4,0.5952,-4.6989,-14.8283,-5.5746,-4.5413,-2.7593,-5.1859,0.516,18.0698,-10.8261,-4.1443,4.2726,-0.2439,-3.423,0.2025,4.093,-5.3883,2.155,-2.1597,-4.8255,-3.3441,0.558,-3.1632,7.106,6.4205,11.815,0.4047,3.9409,-18.1818,-8.8994,2.4855,-2.3125,4.157,4.49,5.0928,3.1297,-3.4263,3.1424,-5.258,-7.417,1.9048,4.508,-2.3672,-5.7651,-11.3779,-3.0968,-1.3981,4.9291,11.1326,2.7794,-7.6056,-2.9268,-8.1658,28.4542,13.4718,-13.6556,-1.6304,4.1436,-10.6631,-21.2589,-0.0754,-12.3019,15.8348,-2.3774,-12.4049,-1.8245,-0.177,-4.1667,2.2202,-6.5158,0.7744,-1.537,4.6829,19.5713,-6.3133,-4.7421,-6.8996,15.7598,0.4052,-19.209,12.2877,24.911,-20.6553,-15.9785,-12.6068,-8.313,-11.4667,17.1687,-10.6684,0.1439,-3.592,24.8882,7.3986,4.5556,8.9267,-11.6098
IMMU    US Equity,1.2012,2.3739,1.4493,-0.8571,10.6628,-4.1667,3.2609,-4.4737,-4.6832,2.3121,-2.2599,4.0462,0.8333,-5.7851,-2.6316,10.5105,0.5435,-6.2162,1.7291,-3.6827,-0.8824,-2.6706,7.3171,0,6.5341,-5.0667,-1.6854,1.7143,-2.2472,1.7241,-1.4124,-1.4327,3.1977,-2.2535,-2.8818,2.6706,2.0231,3.6827,-4.0984,1.1396,-2.2535,-2.3055,-1.7699,-3.3033,-0.9317,-5.0157,-0.9901,6.3333,-5.9561,-2,2.0408,-5,6.6623,-0.6538,-3.6424,-6.1856,9.5238,-1.6722,-2.381,-14.2857,-6.9106,9.1703,-0.8,-1.2097,-1.6327,7.4689,-2.3166,-1.9763,0.8065,-1.6,5.6911,20.7692,7.0064,16.369,4.0921,0.4914,22.4939,8.5828,-0.5515,6.2847,7.4783,-6.1489,-6.7241,-6.0998,0.9843,11.306,4.2032,4.3697,-2.4155,-3.7954,6.3465,8.871,-19.8519,-17.2828,-1.676,-15.5682,0.4038,1.6086,17.4142,-2.9213,4.6296,-12.8319,8.6294,-3.5047,19.1283,23.9837,-9.6721,-4.7187,-7.619,3.5052,-0.5976,3.8076,-8.4942,-2.3207,-1.5119,0.6579,-6.5359,-9.5571,-2.0619,4.2105,0,-18.4343,-0.6192,0.6231,3.4056,-0.2994,4.5045,10.3448,-4.1667,-2.7174,6.7039,-6.2827,-5.8659,-0.8902,-4.7904,6.2893,-0.8876,2.6866,-3.1977,-3.6036,3.4268,-1.506,7.6453,4.6875,-13.4328,14.1066,3.8462,4.4974,-8.6076,4.1551,-1.0638,11.0215,5.8111,4.8055,-2.1834,-0.6696,7.4157,1.8828,-1.6427,-1.2526,13.1078,-25.4206,-3.7594,3.9063,2.2556,2.2059,2.1583,-3.5211,-9.7324,3.2345,8.094,-0.4831,-0.7282,-5.868,3.3766,3.5176,-0.4854,-5.8537,12.4352,-2.5346,2.1277,-5.5556,-2.6961,5.7935,-2.8571,-9.0686,-44.7439,-11.2195,-1.6484,4.4693,15.508,-0.463,3.2558,-1.3514,-22.3744,1.7647,25.4335,1.3825,8.6364,25.1046,0.6689,3.9867,-3.1949,7.9208,-13.4557,5.6537,3.3445,-1.2945,0.6557,-25.4072,-14.8472,1.5385,-5.0505,17.0213,-6.3636,8.7379,-2.6786,16.055,0.7905,3.1373,-6.0837,6.0729,1.5267,6.7669,13.3803,10.2484
LMNX    US Equity,-2.9204,0.097,-3.8294,0.504,4.7643,0.383,5.9132,2.0711,-1.191,1.2946,-2.6443,3.2141,2.4123,2.4411,-2.362,2.8474,3.7052,-5.8611,1.4925,-6.7647,2.6589,-6.2335,7.0693,5.5531,0.6628,0.7819,-0.5717,-23.4086,-9.1153,3.2448,-0.1714,3.4917,0.9956,5.2574,0.6243,2.12,4.6582,-2.0319,-4,-1.8519,-4.7432,-3.6039,-0.1712,-4.6312,0,1.7986,5.1237,-3.5294,-1.9164,-4.7365,2.5482,-0.4242,5.9038,5.6897,-2.2295,3.4483,-0.2688,-4.69,1.4706,-3.5117,0.4622,-0.8626,-2.4942,1.1303,-2.8235,-1.816,2.3428,1.1446,-2.561,3.8509,8.1813,0.1632,3.8023,0.8373,0.3633,4.1365,2.7805,-0.4348,8.2484,3.9444,0.6468,0.8997,-15.2866,5.9649,-1.7975,5.5395,-7.3482,-1.133,0.4983,0.2479,-0.4946,-1.0934,-9.598,6.6704,2.3971,-2.1883,-4.1103,0.4341,1.7288,3.9299,-2.8104,-4.2587,2.8007,2.4038,-1.3563,-0.7403,2.6638,-4.0477,-1.1898,-3.9409,3.7607,3.24,-1.7021,8.658,-5.3287,-1.4729,-4.7517,-0.7848,-6.6102,5.0212,-6.5668,15.9063,-6.117,0.3966,0.6772,-4.7646,3.4726,-2.0478,2.9036,-2.5395,3.1268,-5.6148,1.7847,3.6821,1.3529,-1.6685,4.129,1.7382,0.6407,0.1061,0.424,1.372,0.1562,4.8857,2.0317,-6.168,5.9524,-7.1812,-5.0526,1.8847,-1.5778,2.2664,1.7297,-4.6759,2.8986,2.8711,-0.8952,3.6132,-3.641,-2.7142,-3.4464,-11.7847,-0.7707,2.2654,-0.3797,0.2541,-0.1267,1.3959,0.7509,-0.8075,4.258,-2.1622,-1.1664,-1.6149,7.3232,-2.1765,-1.0824,1.9453,2.2063,0.175,3.7274,-0.6738,-2.996,-0.4662,0.7611,2.5567,-2.3796,12.3041,-0.4651,-4.1018,-0.0541,-2.1668,3.1561,-0.4294,-5.3908,-3.1339,6.8235,-0.9912,-0.3337,1.5625,15.7143,-3.6087,6.7488,1.0614,-1.5982,-1.6241,1.3679,0.7911,-1.2465,-10.3319,1.3034,1.1837,-2.3906,-5.7322,-2.8192,1.934,4.5759,5.3895,0.9114,-2.9604,-2.8956,4.7923,-0.5589,1.8396,3.2614,-2.3324
PGNX    US Equity,0,-0.3513,8.8132,4.5356,3.6157,-5.1844,0.7361,4.9061,-6.6667,-0.533,1.6077,0.211,4.2105,-1.8182,-0.823,10.7884,4.6816,-11.0912,-9.4567,-16.4444,12.367,-2.8402,2.8015,-3.91,8.1381,11.5165,5.1125,-0.5837,-1.1742,6.9307,-59.0741,-0.2262,-4.5351,1.9002,-4.8951,-15.6863,6.1047,-8.4932,-13.7725,-6.25,5.5556,14.0351,-10.4615,-5.4983,-35.6364,5.0847,25.2688,1.2876,-0.4237,-2.5532,25.3275,-3.4843,13.7184,8.254,-17.0088,2.8269,-0.6873,-6.9204,6.6914,-4.1812,1.4545,33.6918,16.8901,16.7431,5.6974,-6.8773,-2.3952,-3.0675,1.2658,-9.375,2.2989,-3.1461,-3.7123,-4.0964,-0.7538,20.7595,-11.74,5.9382,3.3632,25.5965,6.3903,-4.0584,-2.1997,-11.0727,-11.284,5.0439,16.0752,5.7554,-0.5102,-10.4274,-1.145,-14.6718,-6.3348,-0.9662,0.8537,-11.0036,5.4348,-0.7732,19.4805,11.3043,-10.1563,-4.5652,17.7677,3.675,3.5448,9.9099,15.4098,-9.517,-24.9608,-3.9749,5.6645,-4.9485,1.3015,0.6424,-10.4255,8.3135,-16.886,3.9578,-12.1827,1.1561,1.1429,1.6949,-2.2222,2.5568,2.4931,9.7297,-14.7783,19.6532,3.8647,-1.7442,9.1124,-8.026,12.9717,6.0543,-8.6614,-0.2155,7.7754,7.014,3.1835,-2.5408,-1.8622,-3.6053,4.9213,-2.5328,-13.5707,4.2316,0.8547,2.3305,11.1801,17.8771,6.951,2.8065,4.3103,-2.2039,2.1127,-0.1379,0.6906,-2.7435,-12.2708,-1.2862,-2.6059,-5.6856,0.3546,10.0707,4.4944,6.7588,2.0144,-14.5275,-4.4554,0.6908,2.4014,6.8677,-5.4859,-13.1012,6.6794,1.4311,-2.9982,2.3636,1.6874,15.6332,9.8187,-6.3274,2.3495,7.0301,11.3941,11.3117,-6.3784,-7.5635,2.436,-7.0732,0.6562,-10.4302,6.8413,3.1335,-14.6631,-8.6687,-2.2034,15.2513,12.9323,-2.2636,6.267,-13.9744,2.2355,2.0408,-6.4286,-12.3664,5.9233,5.5921,-4.5171,-19.4127,-13.1579,0.6993,-3.4722,0.9592,-4.7506,17.9551,-2.7484,1.5217,-1.7131,-10.2397,2.1845,4.7506,7.9365,2.3109,13.5524,-3.9783
ADRO    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,-27.5278,18.2445,2.0097,-1.0168,8.443,4.3517,-4.1702,8.9994,-11.1624,-4.6469,-1.9558,-6.2132,-6.9386,-1.761,-11.4798,-10.2542,-6.6731,6.0185,-6.5987,5.974,16.2745,-13.9123,-5.6317,14.4785,3.8078,5.4148,11.889,5.1462,2.4296,-0.8938,8.1165,-3.914,-0.0668,-1.2362,-6.2246,1.5152,-16.1692,-12.2933,-11.1165,-21.2616,-0.6906,-0.4868,4.4724,1.0702,10.4567,-16.7765,-13.8229,1.2531,9.901,5.7057,-2.3793,4.4744,-9.8189
NVCR    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9891,23.5966,-24.8653,15.1127,14.2857,-11.215,-3.3333,13.3848,-0.6803,8.2192,3.2018,-6.4574,-13.7678,-9.8837,-11.7122,-22.3721,-9.6307,-8.1731,5.6719,-2.725,-5.1783,48.1647,-16.9184,-9.4545,5.4618,7.6161,10.828,-1.2133,-11.1829,-6.1135
ITCI    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,20,5.5556,4.2105,-2.0202,-13.4278,0.0298,-3.3333,-0.0616,17.8065,4.6025,-7.2,0.1616,-8.284,2.5806,-7.6615,0.4334,-0.8631,-0.8085,-0.8777,-3.5421,-0.6557,7.6568,3.5561,14.032,-10.9553,-1.1662,-9.9705,-5.6356,-4.7222,7.7259,3.3153,20.3667,-15.0163,-8.9629,3.2349,-2.6567,-3.499,4.9311,2.2115,-3.0426,10.7392,-7.1159,5.0847,-1.5484,-0.7208,-2.1782,-3.0364,16.0056,-5.2789,5.9531,13.3293,-7.3312,-3.4718,26.4741,-7.4126,-2.2155,-2.7291,29.8571,4.5658,-3.1189,-4.2254,-1.3445,17.7172,-8.5384,-6.3291,1.2669,1.5847,-6.7734,-5.4161,2.0019,4.5641,9.079,5.042,3.581,4.6708,4.8489,6.4678,-1.9515,11.573,-3.985,-12.6461,-0.1715,6.4605,-4.5513,-3.6185,-5.4035,0.5935,-3.2817,111.971,-25.7014,4.6962,1.3873,-0.9122,7.756,2.1999,6.6667,-4.565,7.1854,12.5455,-3.1654,-5.9402,0.7287,1.113,-1.3209,-15.6906,0.1323,-6.2762,-12.8759,-22.8695,-8.4266,16.3421,-0.2297,-3.7171,-5.5688,-12.5904,5.8775,10.4378,21.3451,3.0922,7.4703,-9.6367
AMPH    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.619,2.4256,2.7987,-5.9686,-1.559,13.1222,1.5,-0.2956,19.4664,-1.4061,-0.0839,-5.2897,4.8759,-3.5503,-4.1192,-5.0274,-3.0799,0.6951,-0.4931,1.5857,3.0244,-1.2311,16.2991,-3.2976,2.6428,-1.6611,0,1.1824,-0.5008,-1.2584,3.0586,5.1113,0.0784,0.7053,8.9494,5.5714,4.9391,-4.9645,4.6811,-3.1108,2.6087,-1.4993,0.9265,-4.2623,-4.7945,9.8561,-3.0779,3.6486,7.236,-1.8845,7.0632,3.588,-3.6872,2.1462,-1.3061,-4.7756,-1.7523,-7.3186,-2.8534,-5.806,-2.9007,-0.4481,9.0023,1.3765,-22.6069,2.5439,-2.5663,4.4776,-2.437,1.9811,9.1216,7.5851,2.8777,8.1818,-3.5553,-5.6971,0.924,0.6338,-0.4199,-9.1356,-4.9497,-0.3255,-1.6327,-8.2988,0.905,1.8834,-1.6725,0.8057,0.9769,2.3747,2.7491,6.1873,0.4724,-0.3135,3.066,-6.1785
BGNE    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.2834,12.7189,10.0629,8.8067,-13.8709,-0.6815,1.2279,4.2098,6.9839,2.144,-6.297,-7.1882
RTRX    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1770,-19.7861,34,,0,133.8308,-46.8085,64.4,-29.4404,15.5172,19.403,1.25,-1.2346,-7.5,-8.1081,23.5294,15.4762,-9.2784,22.7273,-12.037,21.0526,-4.3478,-4.5455,14.2857,16.6667,6.4286,10.7383,6.1818,-18.379,-2.0979,-2.8571,5.8824,-19.4444,0.8621,-5.1282,-11.7117,24.4898,-9.8361,0,8.1818,-7.7311,6.3752,7.1918,-4.1534,0,20,0.6944,-4.8276,-6.5217,0,2.3256,5.303,-2.1583,6.6176,-18.6207,5.9322,12,24.2857,-17.8161,-7.6923,4.697,21.563,36.7857,14.0122,-20.3817,1.4382,-1.7958,42.6372,31.3765,-9.245,9.1681,-10.057,6.1095,7.2787,-3.6456,-19.2853,-5.599,-8.6897,6.9486,-18.9972,10.1133,8.7094,6.4822,-29.275,8.9942,0.1775,6.3773,6.7444,-14.5086,-2.4635,7.5772,-8.4348,16.9041,-1.7872,1.6543,11.31,-2.7047,-3.8317,-11.7969,-9.7431,6.7713,-12.3162,-2.7254,6.4655,-2.0243,7.2314,-4.6243,-16.7677,22.5728,-3.6634,4.0082,36.4625,-6.0101,-2.3883,7.4191,-0.5143,-0.517,-4.6771,3.271,4.9774,4.1667,-2.3448,8.5452,-3.9688,51.355,-2.1038,9.0535,-2.7254,3.6422,2.932,-7.8384,0.263,14.8666,1.2943,18.9027,6.1947,-5.506,3.811,-0.6371,-2.7481,5.4631,6.6389,-10.0223,-1.5203,1.6383,-8.3075,-8.7897,3.1875,-4.4181,7.3657,0,-23.6612,0.4127,-7.6712,-4.5005,-4.5572,3.7982,-0.575,-1.5773,3.7927,14.2048,-1.3069,-8.0365,-0.4965,-1.1477,-2.6249,-6.6356,-6.2743,-1.0664,-10.3593,-0.2672,-6.2291,4.3571,-0.3422,2.1291,0.9415,-7.4617,-9.8632,14.7764,2.9923,4.3919,1.0356,-11.7233
BCRX    US Equity,-2.4291,18.2573,0,22.1053,15.8046,-4.7146,17.7083,-4.646,8.8167,19.1898,-3.9356,-3.7244,-6.5764,-9.7308,-9.8624,5.8524,-7.9327,-12.0104,10.6825,-11.5282,-1.2121,-10.4294,21.5753,2.2535,5.7851,3.3854,-1.7632,9.4872,5.1522,4.8998,-9.9788,-5.1887,0,-2.4876,11.4796,-5.2632,7.0048,-3.6117,-0.7026,-0.9434,-3.8095,11.3861,-9.3333,-37.0098,-40.856,-17.1053,27.7778,6.8323,-20.3488,9.4891,4.6667,-10.828,18.5714,10.8434,-9.7826,-3.6145,3.125,-13.3333,-3.4965,-8.6957,-5.5556,6.7227,3.1496,-1.5267,-7.7519,42.8571,11.1765,-4.2328,5.5249,1.5707,-7.2165,-5,-7.0175,7.5472,-1.7544,0,-10.119,2.649,4.5161,11.7284,35.9116,87.8049,27.0563,-2.8961,-3.8596,9.3066,6.5109,0.7837,-1.5552,10.7425,3.8516,0.9615,-10.6122,2.3592,-2.4535,-14.939,-0.5376,3.0631,1.049,11.5917,-8.062,2.0236,14.3802,8.3815,12.8,19.1489,7.1429,7.4074,-12.069,-6.1765,1.6719,24.0493,-3.1483,-1.9675,-3.0541,-3.4203,-5.4986,-10.2564,-2.0879,-6.3973,-3.9568,5.7428,-9.0909,7.9221,8.3634,10.6052,9.6386,3.663,4.5936,5.7432,1.3578,-4.0189,-7.3071,4.163,6.6327,11.3238,-0.2865,-7.9023,5.3042,-8.6667,-3.4063,-8.2284,-2.4703,20.075,-18.5156,11.0259,2.1589,-0.9298,-10.7509,-3.6807,2.531,4.6467,-4.9954,-2.0448,10.9344,7.5717,1.1245,0.8237,-8.0882,-2.3111,-7.3703,0.0982,-1.2758,0.8946,0.4926,-1.5196,-0.1493,-5.3838,-12.5395,17.5904,-1.127,1.3472,5.8282,-9.5652,7.7991,6.5411,6.2326,-1.8389,16.3247,-3.4509,23.9873,-6.3421,3.2832,2.5828,3.8089,-5.9701,2.381,-29.5866,7.156,2.6541,-4.754,0.8757,12.3264,2.7048,-15.8766,11.2701,-29.2605,0.4545,-0.5656,2.2753,1.891,5.0218,4.262,2.6919,4.6602,-10.3896,6.3147,4.3817,-3.7313,-17.6357,-12.2353,-0.8043,-5.8108,-11.9082,-72.1498,20.4678,7.2816,16.7421,9.6899,-7.0671,6.0837,1.4337,1.7668,7.6389,11.2903,-5.5072
VNDA    US Equity,-4.2017,3.7281,8.8795,-1.3592,4.9213,-4.5028,-7.4656,0.8493,-5.4737,6.0134,7.3529,-6.0665,-0.2083,-1.0438,-5.2743,-2.0045,0.2273,-0.4535,-1.8223,-6.7285,3.9801,-0.9569,2.1739,0.7092,3.2864,0,2.0455,-0.4454,-0.8949,-8.3521,-1.4778,2.25,1.467,4.5783,1.1521,-0.6834,-0.6881,-2.3095,-4.7281,1.2407,-1.9608,-6.75,-6.4343,-3.1519,-6.8047,-1.9048,8.0906,4.1916,-10.3448,0.3586,23.9146,-7.9897,5.5882,3.1967,7.1979,2.3981,-6.5574,-0.5013,0,0,-5.7935,0.2674,3.0667,2.1992,-0.7595,3.1888,9.5179,4.7404,2.8017,1.6771,8.6598,24.8577,27.3556,8.9499,8.5433,16.5489,-28.3983,-2.2975,5.198,10.2118,-3.8215,-6.8812,38.7366,-4.8969,-4.9684,7.6046,0.9717,2.2747,-0.4277,11.3402,-10.2623,-7.2227,-9.9629,-19.403,8.5568,-17.4118,-11.1111,133.75,-24.1739,6.1483,-12.0954,-0.0969,7.323,10.1672,3.6916,0.7911,4.1601,-2.7882,2.5581,-14.1345,18.4859,3.5661,8.5366,1.2558,15.2089,6.0057,-14.8049,-5.458,-13.3378,3.9816,-3.9764,11.273,-29.9104,-3.884,7.7238,-2.2792,33.2362,4.1575,3.5014,9.6752,-1.8507,-10.308,-6.6573,6.4565,-0.8463,-14.2248,13.267,-8.4187,3.4373,-2.5502,-1.3481,-3.537,-11.1667,-3.4709,-13.3139,13.0045,10.2183,8.1008,-1.8318,0.1696,6.5199,3.5771,-5.6025,3.4146,-3.695,22.5306,-2.8648,-14.8148,-4.7504,3.3812,-8.9943,4.4924,6.3629,-7.599,-5.8618,-2.6952,-0.9551,-7.7146,-3.2393,0.216,2.5862,3.9916,0.7071,-5.1153,5.2854,0.502,2.5974,-1.7527,26.9574,0.7806,-0.3873,-2.2551,0.4773,-1.7419,-2.3368,-8.8284,10.7692,-3.0229,1.3479,-4.7382,4.1012,1.5088,10.0743,5.7014,-11.2846,-7.04,-5.5077,-6.1931,4.7573,-0.4634,-9.0317,-2.0471,0.5225,3.1185,-9.6774,-3.9063,8.7108,2.5641,-3.0208,-11.8153,7.5518,3.5108,-6.674,1.2896,-8.1019,-1.0076,1.7812,-1,-2.7778,0.3896,-0.7762,9.3872,2.3838,4.4237,5.2397,-5.7203
